# "Top 500 'Greatest' Novels (1021-2015)" [https://www.responsible-datasets-in-context.com/posts/top-500-novels/top-500-novels.html] by "Responsible Datasets in Context" [https://www.responsible-datasets-in-context.com/team.html], used under CC BY 4.0 [http://creativecommons.org/licenses/by/4.0/] / Some columns deleted
top_500_rank,title,author,pub_year,orig_lang,genre,author_field_of_activity,author_occupation,wiki_url,pg_eng_url
122,Mrs. Dalloway,Virginia Woolf,1925,English,na,"intellectuals,feminists,bloomsbury group","publishers and publishing,authors",https://en.wikipedia.org/wiki/Mrs_Dalloway,https://www.gutenberg.org/cache/epub/71865/pg71865.txt
123,To the Lighthouse,Virginia Woolf,1927,English,na,"intellectuals,feminists,bloomsbury group","publishers and publishing,authors",https://en.wikipedia.org/wiki/To_the_Lighthouse,unavailable
124,The Magician's Nephew,C.S. Lewis,1955,English,fantasy,"science fiction,novels,fiction,childrens literature","scholars,broadcasters,authors",https://en.wikipedia.org/wiki/The_Magician%27s_Nephew,NA_not-pub-domain
125,Harry Potter and the Order of the Phoenix,J.K. Rowling,2003,English,fantasy,"young adult fiction,young adult fantasy,fantasy fiction,fantasy,novels","novelists,authors,writers",https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix,NA_not-pub-domain
126,The Sun Also Rises,Ernest Hemingway,1926,English,history,"short stories,novels,journalism,fiction","novelists,journalists",https://en.wikipedia.org/wiki/The_Sun_Also_Rises,https://www.gutenberg.org/cache/epub/67138/pg67138.txt
127,The Good Earth,Pearl S. Buck,1931,English,na,,"women nobel prize winners,teachers,missionaries,authors",https://en.wikipedia.org/wiki/The_Good_Earth,NA_not-pub-domain
128,Silas Marner,George Eliot,1861,English,na,"novels,fiction","translators,poets,novelists,journalists",https://en.wikipedia.org/wiki/Silas_Marner,https://www.gutenberg.org/cache/epub/550/pg550.txt
129,Love in the Time of Cholera,Gabriel García Márquez,1985,Spanish,romance,"magic realist fiction,magic realism literature,journalism,screenplays","novelists,journalists,authors",https://en.wikipedia.org/wiki/Love_in_the_Time_of_Cholera,NA_not-pub-domain
130,Rebecca,Daphne Du Maurier,1938,English,romance,,author,https://en.wikipedia.org/wiki/Rebecca_(novel),NA_not-pub-domain
131,Jude the Obscure,Thomas Hardy,1895,English,na,english literature,writers,https://en.wikipedia.org/wiki/Jude_the_Obscure,https://www.gutenberg.org/cache/epub/153/pg153.txt
132,Twilight,Stephenie Meyer,2005,English,romance,,,https://en.wikipedia.org/wiki/Twilight_(Meyer_novel),NA_not-pub-domain
133,A Passage to India,E.M. Forster,1924,English,political,,"novelists,essayists",https://en.wikipedia.org/wiki/A_Passage_to_India,https://www.gutenberg.org/cache/epub/61221/pg61221.txt
134,The Plague,Albert Camus,1947,French,na,existentialism,"philosophers,journalists,authors",https://en.wikipedia.org/wiki/The_Plague_(novel),NA_not-pub-domain
135,Nicholas Nickleby,Charles Dickens,1839,English,bildung,english literature,"authors english,writers,novelists",https://en.wikipedia.org/wiki/Nicholas_Nickleby,https://www.gutenberg.org/cache/epub/967/pg967.txt
136,The Pearl,John Steinbeck,1947,English,na,literature,authors,https://en.wikipedia.org/wiki/The_Pearl_(novella),NA_not-pub-domain
137,Ethan Frome,Edith Wharton,1911,English,na,"novels,fiction","novelists,designers,authors",https://en.wikipedia.org/wiki/Ethan_Frome,https://www.gutenberg.org/cache/epub/4517/pg4517.txt
138,The Tale of Genji,Murasaki Shikibu,1021,Japanese,na,,,https://en.wikipedia.org/wiki/The_Tale_of_Genji,https://www.gutenberg.org/cache/epub/66057/pg66057.txt
139,The Giver,Lois Lowry,1993,English,scifi,,"childrens author,photographer",https://en.wikipedia.org/wiki/The_Giver,NA_not-pub-domain
140,The Alchemist,Paulo Coelho,1988,Portuguese,na,,,https://en.wikipedia.org/wiki/The_Alchemist_(novel),NA_not-pub-domain
141,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,1886,English,na,,"travel writers,poets,novelists",https://en.wikipedia.org/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,https://www.gutenberg.org/cache/epub/43/pg43.txt
142,Robinson Crusoe,Daniel Defoe,1719,English,action,,,https://en.wikipedia.org/wiki/Robinson_Crusoe,https://www.gutenberg.org/cache/epub/521/pg521.txt
143,Tender is the Night,F. Scott Fitzgerald,1934,English,na,"fiction,short stories,novels","novelists,authors",https://en.wikipedia.org/wiki/Tender_Is_the_Night,NA_not-pub-domain
144,The Idiot,Fyodor Dostoyevsky,1869,Russian,history,"short stories,philosophy,fiction,essays","philosophers,novelists,essayists,psychologists",https://en.wikipedia.org/wiki/The_Idiot,https://www.gutenberg.org/cache/epub/2638/pg2638.txt
145,Hatchet,Gary Paulsen,1986,English,action,,authors,https://en.wikipedia.org/wiki/Hatchet_(novel),NA_not-pub-domain
146,The Kite Runner,Khaled Hosseini,2003,English,bildung,"medicine,fiction","physicians,novelists,authors",https://en.wikipedia.org/wiki/The_Kite_Runner,NA_not-pub-domain
147,One Flew Over the Cuckoo's Nest,Ken Kesey,1962,English,na,,"novelists,essayists",https://en.wikipedia.org/wiki/One_Flew_Over_the_Cuckoo%27s_Nest_(novel),NA_not-pub-domain
148,The Portrait of a Lady,Henry James,1881,English,na,,"authors,writers",https://en.wikipedia.org/wiki/The_Portrait_of_a_Lady,https://www.gutenberg.org/cache/epub/2833/pg2833.txt 
149,The Outsiders,S.E. Hinton,1967,English,na,young adult fiction american,,https://en.wikipedia.org/wiki/The_Outsiders_(novel),NA_not-pub-domain
150,Ben-Hur,Lew Wallace,1880,English,history,"public administration,military art and science,diplomacy,american literature","territorial governors,generals,diplomats,authors",https://en.wikipedia.org/wiki/Ben-Hur:_A_Tale_of_the_Christ,https://www.gutenberg.org/cache/epub/2145/pg2145.txt
151,The Mayor of Casterbridge,Thomas Hardy,1886,English,na,english literature,writers,https://en.wikipedia.org/wiki/The_Mayor_of_Casterbridge,https://www.gutenberg.org/cache/epub/143/pg143.txt
152,"Cry, The Beloved Country",Alan Paton,1948,English,political,,"novelists,anti apartheid activists","https://en.wikipedia.org/wiki/Cry,_the_Beloved_Country",NA_not-pub-domain
153,The Last Battle,C.S. Lewis,1956,English,fantasy,"science fiction,novels,fiction,childrens literature","scholars,broadcasters,authors",https://en.wikipedia.org/wiki/The_Last_Battle,NA_not-pub-domain
154,Captains Courageous,Rudyard Kipling,1897,English,bildung,"poetry,fiction","poets,novelists,authors",https://en.wikipedia.org/wiki/Captains_Courageous,https://www.gutenberg.org/cache/epub/2186/pg2186.txt
155,The Castle,Franz Kafka,1926,German,allegories,"fiction,drawing","novelists,insurance companies employees",https://en.wikipedia.org/wiki/The_Castle_(novel),unavailable
156,The Metamorphosis,Franz Kafka,1915,German,na,"fiction,drawing","novelists,insurance companies employees",https://en.wikipedia.org/wiki/The_Metamorphosis,https://www.gutenberg.org/cache/epub/5200/pg5200.txt
157,The Magic Mountain (Der Zauberberg),Thomas Mann,1924,German,bildung,"novels,humanitarianism,essays",authors,https://en.wikipedia.org/wiki/The_Magic_Mountain,unavailable
158,James and the Giant Peach,Roald Dahl,1961,English,na,,"screenwriter,poet,novelist",https://en.wikipedia.org/wiki/James_and_the_Giant_Peach,NA_not-pub-domain
159,The Horse and His Boy,C.S. Lewis,1954,English,fantasy,"science fiction,novels,fiction,childrens literature","scholars,broadcasters,authors",https://en.wikipedia.org/wiki/The_Horse_and_His_Boy,NA_not-pub-domain
160,Angels & Demons,Dan Brown,2000,English,thrillers,"suspense fiction,fiction","novelists american,authors american",https://en.wikipedia.org/wiki/Angels_%26_Demons,NA_not-pub-domain
161,The Voyage of the Dawn Treader,C.S. Lewis,1952,English,fantasy,"science fiction,novels,fiction,childrens literature","scholars,broadcasters,authors",https://en.wikipedia.org/wiki/The_Voyage_of_the_Dawn_Treader,NA_not-pub-domain
162,The Bell Jar,Sylvia Plath,1963,English,na,"poetry,fiction","poets,novelists",https://en.wikipedia.org/wiki/The_Bell_Jar,NA_not-pub-domain
163,Women in Love,D.H. Lawrence,1920,English,na,english literature,"poets,novelists,dramatists",https://en.wikipedia.org/wiki/Women_in_Love,https://www.gutenberg.org/cache/epub/4240/pg4240.txt
164,The Yearling,Marjorie Kinnan Rawlings,1938,English,na,,authors,https://en.wikipedia.org/wiki/The_Yearling,NA_not-pub-domain
165,O Pioneers!,Willa Cather,1913,English,na,,,https://en.wikipedia.org/wiki/O_Pioneers!,https://www.gutenberg.org/cache/epub/24/pg24.txt
166,The Handmaid's Tale,Margaret Atwood,1985,English,na,"poetry,novels,literature,fiction","environmental activist,poets,novelists,essayists,critics",https://en.wikipedia.org/wiki/The_Handmaid%27s_Tale,NA_not-pub-domain
167,The Moonstone,Wilkie Collins,1868,English,mystery,,authors english,https://en.wikipedia.org/wiki/The_Moonstone,https://www.gutenberg.org/cache/epub/155/pg155.txt
168,The Old Curiosity Shop,Charles Dickens,1841,English,na,english literature,"authors english,writers,novelists",https://en.wikipedia.org/wiki/The_Old_Curiosity_Shop,https://www.gutenberg.org/cache/epub/700/pg700.txt
169,Little Dorrit,Charles Dickens,1857,English,na,english literature,"authors english,writers,novelists",https://en.wikipedia.org/wiki/Little_Dorrit,https://www.gutenberg.org/cache/epub/963/pg963.txt
170,Prince Caspian: The Return to Narnia,C.S. Lewis,1951,English,fantasy,"science fiction,novels,fiction,childrens literature","scholars,broadcasters,authors",https://en.wikipedia.org/wiki/Prince_Caspian,NA_not-pub-domain
171,Sister Carrie,Theodore Dreiser,1900,English,na,,"political activist,editor,author,political activists,editors,authors",https://en.wikipedia.org/wiki/Sister_Carrie,https://www.gutenberg.org/cache/epub/233/pg233.txt
172,The Silver Chair,C.S. Lewis,1953,English,fantasy,"science fiction,novels,fiction,childrens literature","scholars,broadcasters,authors",https://en.wikipedia.org/wiki/The_Silver_Chair,NA_not-pub-domain
173,The Hunger Games,Suzanne Collins,2008,English,scifi,"young adult fiction,television plays,television authorship,motion picture plays,motion picture authorship","television writers,screenwriters,novelists",https://en.wikipedia.org/wiki/The_Hunger_Games_(novel),NA_not-pub-domain
174,This Side of Paradise,F. Scott Fitzgerald,1920,English,bildung,"fiction,short stories,novels","novelists,authors",https://en.wikipedia.org/wiki/This_Side_of_Paradise,https://www.gutenberg.org/cache/epub/805/pg805.txt
175,Eugénie Grandet,Honoré de Balzac,1833,French,allegories,"literature,drama","novelist,playwright,dramatists,authors french",https://en.wikipedia.org/wiki/Eug%C3%A9nie_Grandet,https://www.gutenberg.org/cache/epub/1715/pg1715.txt
176,Of Human Bondage,W. Somerset Maugham,1915,English,bildung,,"spy,playwright,novelist,intelligence agent",https://en.wikipedia.org/wiki/Of_Human_Bondage,https://www.gutenberg.org/cache/epub/351/pg351.txt
177,Dream of the Red Chamber,Cao Xueqin,1791,Chinese,na,,,https://en.wikipedia.org/wiki/Dream_of_the_Red_Chamber,https://www.gutenberg.org/cache/epub/9603/pg9603.txt 
178,Life of Pi,Yann Martel,2001,English,na,,authors,https://en.wikipedia.org/wiki/Life_of_Pi,NA_not-pub-domain
179,Harry Potter and the Deathly Hallows,J.K. Rowling,2007,English,fantasy,"young adult fiction,young adult fantasy,fantasy fiction,fantasy,novels","novelists,authors,writers",https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows,NA_not-pub-domain
180,Invisible Man,Ralph Ellison,1952,English,na,,"novelists,lecturers,essayists,college teachers",https://en.wikipedia.org/wiki/Invisible_Man,NA_not-pub-domain
181,Steppenwolf,Hermann Hesse,1927,German,na,"novels,fiction,editing","authors german,novelists,editors",https://en.wikipedia.org/wiki/Steppenwolf_(novel),unavailable
182,The Sorrows of Young Werther,Johann Wolfgang von Goethe,1774,German,autobio,,poets,https://en.wikipedia.org/wiki/The_Sorrows_of_Young_Werther,https://www.gutenberg.org/cache/epub/2527/pg2527.txt
183,Bridge to Terabithia,Katherine Paterson,1977,English,fantasy,"literacy,childrens literature,authorship",authors,https://en.wikipedia.org/wiki/Bridge_to_Terabithia_(novel),NA_not-pub-domain
184,The Invisible Man,H.G. Wells,1897,English,na,science fiction,authors,https://en.wikipedia.org/wiki/The_Invisible_Man,https://www.gutenberg.org/cache/epub/5230/pg5230.txt
185,Holes,Louis Sachar,1998,English,na,,,https://en.wikipedia.org/wiki/Holes_(novel),NA_not-pub-domain
186,Siddhartha,Hermann Hesse,1922,German,na,"novels,fiction,editing","authors german,novelists,editors",https://en.wikipedia.org/wiki/Siddhartha_(novel),https://www.gutenberg.org/cache/epub/2500/pg2500.txt
187,A Tree Grows in Brooklyn,Betty Smith,1943,English,na,,"dramatists,authors",https://en.wikipedia.org/wiki/A_Tree_Grows_in_Brooklyn_(novel),NA_not-pub-domain
188,"Through the Looking-Glass, and What Alice Found There",Lewis Carroll,1872,English,fantasy,"writing,teaching,photography,mathematics","authors,teachers,photographers,mathematicians",https://en.wikipedia.org/wiki/Through_the_Looking-Glass,https://www.gutenberg.org/cache/epub/12/pg12.txt
189,In Cold Blood,Truman Capote,1966,English,na,,"screenwriters,dramatists,authors",https://en.wikipedia.org/wiki/In_Cold_Blood,NA_not-pub-domain
190,The House of the Spirits,Isabel Allende,1982,Spanish,na,"fiction,novels","authors,novelists",https://en.wikipedia.org/wiki/The_House_of_the_Spirits,NA_not-pub-domain
191,Adam Bede,George Eliot,1859,English,romance,"novels,fiction","translators,poets,novelists,journalists",https://en.wikipedia.org/wiki/Adam_Bede,https://www.gutenberg.org/cache/epub/507/pg507.txt
192,The Betrothed,Alessandro Manzoni,1827,Italian,history,literature,,https://en.wikipedia.org/wiki/The_Betrothed_(Manzoni_novel),https://www.gutenberg.org/cache/epub/35155/pg35155.txt
193,The Book Thief,Markus Zusak,2006,English,history,fiction,"authors,writers",https://en.wikipedia.org/wiki/The_Book_Thief,NA_not-pub-domain
194,Their Eyes Were Watching God,Zora Neale Hurston,1937,English,na,"vodou research,harlem renaissance,folklore,anthropology","novelists,folklorists,editors,authors,anthropologists",https://en.wikipedia.org/wiki/Their_Eyes_Were_Watching_God,NA_not-pub-domain
195,One Day in the Life of Ivan Denisovich,Aleksandr Isaevich Solzhenitsyn,1962,Russian,na,,authors russian,https://en.wikipedia.org/wiki/One_Day_in_the_Life_of_Ivan_Denisovich,NA_not-pub-domain
196,The Sea Wolf,Jack London,1904,English,na,,"novelists american,authors american",https://en.wikipedia.org/wiki/The_Sea-Wolf,https://www.gutenberg.org/cache/epub/1074/pg1074.txt
197,Catching Fire,Suzanne Collins,2009,English,scifi,"young adult fiction,television plays,television authorship,motion picture plays,motion picture authorship","television writers,screenwriters,novelists",https://en.wikipedia.org/wiki/Catching_Fire,NA_not-pub-domain
198,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,1976,English,history,childrens literature,author,"https://en.wikipedia.org/wiki/Roll_of_Thunder,_Hear_My_Cry",NA_not-pub-domain
199,Death Comes for the Archbishop,Willa Cather,1927,English,history,,,https://en.wikipedia.org/wiki/Death_Comes_for_the_Archbishop,https://www.gutenberg.org/cache/epub/69730/pg69730.txt
200,The House of Mirth,Edith Wharton,1905,English,na,"novels,fiction","novelists,designers,authors",https://en.wikipedia.org/wiki/The_House_of_Mirth,https://www.gutenberg.org/cache/epub/284/pg284.txt
201,Light in August,William Faulkner,1932,English,na,"short stories,novels,fiction",novelists,https://en.wikipedia.org/wiki/Light_in_August,NA_not-pub-domain
202,The Pickwick Papers,Charles Dickens,1837,English,na,english literature,"authors english,writers,novelists",https://en.wikipedia.org/wiki/The_Pickwick_Papers,https://www.gutenberg.org/cache/epub/580/pg580.txt
203,Remembrance of Things Past,Marcel Proust,1913,French,autobio,,"novelists,essayists,critics",https://en.wikipedia.org/wiki/In_Search_of_Lost_Time,https://www.gutenberg.org/cache/epub/7178/pg7178.txt
204,Barchester Towers and the Warden,Anthony Trollope,1857,English,na,novels,novelists,https://en.wikipedia.org/wiki/Barchester_Towers,https://www.gutenberg.org/cache/epub/3409/pg3409.txt
205,The Bridge of San Luis Rey,Thornton Wilder,1927,English,history,,"novelists,dramatists,playwrights",https://en.wikipedia.org/wiki/The_Bridge_of_San_Luis_Rey,https://gutenberg.org/cache/epub/69768/pg69768.txt
206,The Help,Kathryn Stockett,2009,English,history,,author,https://en.wikipedia.org/wiki/The_Help,NA_not-pub-domain
207,Murder on the Orient Express,Agatha Christie,1934,English,mystery,"poetry,literature,drama","short story writer,novelist english,poet,playwright",https://en.wikipedia.org/wiki/Murder_on_the_Orient_Express,NA_not-pub-domain
208,The Lovely Bones,Alice Sebold,2002,English,na,,novelists,https://en.wikipedia.org/wiki/The_Lovely_Bones,NA_not-pub-domain
209,The Appeal,John Grisham,2008,English,na,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",https://en.wikipedia.org/wiki/The_Appeal,NA_not-pub-domain
210,Dombey And Son,Charles Dickens,1848,English,na,english literature,"authors english,writers,novelists",https://en.wikipedia.org/wiki/Dombey_and_Son,https://www.gutenberg.org/cache/epub/821/pg821.txt
211,Slaughterhouse-Five,Kurt Vonnegut,1969,English,scifi,"short stories,science fiction,novels,literature,fiction","novelists,authors",https://en.wikipedia.org/wiki/Slaughterhouse-Five,NA_not-pub-domain
212,An American Tragedy,Theodore Dreiser,1925,English,romance,,"political activist,editor,author,political activists,editors,authors",https://en.wikipedia.org/wiki/An_American_Tragedy,unavailable
213,The Bluest Eye,Toni Morrison,1970,English,bildung,"united states race relations,racism,african americans,african american women,african american girls,literature","english teachers,college teachers,novelists,authors,writers,university and college faculty members,literature teachers,english teachers of",https://en.wikipedia.org/wiki/The_Bluest_Eye,NA_not-pub-domain
214,Little House In the Big Woods,Laura Ingalls Wilder,1932,English,history,,women authors,https://en.wikipedia.org/wiki/Little_House_in_the_Big_Woods,NA_not-pub-domain
215,Pippi Longstocking,Astrid Lindgren,1945,Swedish,na,"motion picture plays,fiction,childrens stories,childrens literature,screenplays",authors,https://en.wikipedia.org/wiki/Pippi_Longstocking_(novel),NA_not-pub-domain
216,Germinal,Émile Zola,1885,French,political,,authors french,https://en.wikipedia.org/wiki/Germinal_(novel),https://www.gutenberg.org/cache/epub/56528/pg56528.txt
217,The Heart Is a Lonely Hunter,Carson McCullers,1940,English,na,,"poets,authors,dramatist",https://en.wikipedia.org/wiki/The_Heart_Is_a_Lonely_Hunter,NA_not-pub-domain
218,The Woman In White,Wilkie Collins,1860,English,na,,authors english,https://en.wikipedia.org/wiki/The_Woman_in_White_(novel),https://www.gutenberg.org/cache/epub/583/pg583.txt
219,"Absalom, Absalom!",William Faulkner,1936,English,na,"short stories,novels,fiction",novelists,"https://en.wikipedia.org/wiki/Absalom,_Absalom!",NA_not-pub-domain
220,A Painted House,John Grisham,2001,English,na,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",https://en.wikipedia.org/wiki/A_Painted_House,NA_not-pub-domain
221,The Girl With the Dragon Tattoo,Stieg Larsson,2005,Swedish,thrillers,crime fiction,"journalists,authors swedish",https://en.wikipedia.org/wiki/The_Girl_with_the_Dragon_Tattoo,NA_not-pub-domain
222,A Room With a View,E.M. Forster,1908,English,na,,"novelists,essayists",https://en.wikipedia.org/wiki/A_Room_with_a_View,https://www.gutenberg.org/cache/epub/2641/pg2641.txt
223,Watership Down,Richard Adams,1972,English,allegories,"childrens literature,poetry,fiction","poets,novelists",https://en.wikipedia.org/wiki/Watership_Down,NA_not-pub-domain
224,Memoirs of a Geisha,Arthur Golden,1997,English,history,,"novelists,authors",https://en.wikipedia.org/wiki/Memoirs_of_a_Geisha,NA_not-pub-domain
225,Our Mutual Friend,Charles Dickens,1865,English,romance,english literature,"authors english,writers,novelists",https://en.wikipedia.org/wiki/Our_Mutual_Friend,https://www.gutenberg.org/cache/epub/883/pg883.txt
226,Babbitt,Sinclair Lewis,1922,English,na,,"novelists,nobel prize winners,dramatists",https://en.wikipedia.org/wiki/Babbitt_(novel),https://www.gutenberg.org/cache/epub/1156/pg1156.txt
227,The Red Pony,John Steinbeck,1937,English,bildung,literature,authors,https://en.wikipedia.org/wiki/The_Red_Pony,NA_not-pub-domain
228,All the King's Men,Robert Penn Warren,1946,English,political,"poetry,novels,fiction,literary criticism","poets,novelists,critics",https://en.wikipedia.org/wiki/All_the_King%27s_Men,NA_not-pub-domain
229,Things Fall Apart,Chinua Achebe,1958,English,history,,"poets,novelists,college teachers",https://en.wikipedia.org/wiki/Things_Fall_Apart,NA_not-pub-domain
230,Lorna Doone,R.D. Blackmore,1869,English,history,,,https://en.wikipedia.org/wiki/Lorna_Doone,https://gutenberg.org/cache/epub/17460/pg17460.txt
231,Johnny Tremain,Esther Forbes,1943,English,history,,"novelists,historians",https://en.wikipedia.org/wiki/Johnny_Tremain,NA_not-pub-domain
232,Anne of Avonlea,L.M. Montgomery,1909,English,na,"novels,fiction,childrens stories","novelists,authors",https://en.wikipedia.org/wiki/Anne_of_Avonlea,https://www.gutenberg.org/cache/epub/47/pg47.txt
233,Tuck Everlasting,Natalie Babbitt,1975,English,fantasy,composition music,"novelists,lyricists,illustrators,composers",https://en.wikipedia.org/wiki/Tuck_Everlasting,NA_not-pub-domain
234,The BFG,Roald Dahl,1982,English,na,,"screenwriter,poet,novelist",https://en.wikipedia.org/wiki/The_BFG,NA_not-pub-domain
235,Cannery Row,John Steinbeck,1945,English,romance,literature,authors,https://en.wikipedia.org/wiki/Cannery_Row_(novel),NA_not-pub-domain
236,The Joy Luck Club,Amy Tan,1989,English,na,"picture books,novels,fiction,childrens stories","screenwriters,novelists,librettists,authors",https://en.wikipedia.org/wiki/The_Joy_Luck_Club_(novel),NA_not-pub-domain
237,The Silmarillion,J.R.R. Tolkien,1977,English,fantasy,"poetry,philology,novels,fiction,fantasy fiction,english literature,education higher","poets,philologists,novelists,college teachers,authors",https://en.wikipedia.org/wiki/The_Silmarillion,NA_not-pub-domain
238,Roots,Alex Haley,1976,English,na,"african diaspora,african americans history","novelists,journalists,authors",https://en.wikipedia.org/wiki/Roots:_The_Saga_of_an_American_Family,NA_not-pub-domain
239,Little House on the Prairie,Laura Ingalls Wilder,1935,English,autobio,,women authors,https://en.wikipedia.org/wiki/Little_House_on_the_Prairie_(novel),NA_not-pub-domain
240,Native Son,Richard Wright,1940,English,na,"poetry,fiction,essay","poets,novelists,actors",https://en.wikipedia.org/wiki/Native_Son,NA_not-pub-domain
241,Stuart Little,E.B. White,1945,English,action,childrens literature,author,https://en.wikipedia.org/wiki/Stuart_Little,NA_not-pub-domain
242,Cross Fire,James Patterson,2010,English,na,"suspense fiction american,advertising","novelists,advertising executives,authors",https://en.wikipedia.org/wiki/Cross_Fire_(novel),NA_not-pub-domain
243,The Power and the Glory,Graham Greene,1940,English,mystery,"short stories,novels,fiction,drama,spy fiction","novelists,dramatists,authors,spy,novelist,playwrights,playwright,intelligence agent",https://en.wikipedia.org/wiki/The_Power_and_the_Glory,NA_not-pub-domain
244,A Clockwork Orange,Anthony Burgess,1962,English,scifi,,"novelists english,linguists,critics,composers",https://en.wikipedia.org/wiki/A_Clockwork_Orange_(novel),NA_not-pub-domain
245,The Phantom of the Opera,Gaston Leroux,1910,French,horror,,,https://en.wikipedia.org/wiki/The_Phantom_of_the_Opera_(novel),https://www.gutenberg.org/cache/epub/175/pg175.txt
246,The Martian Chronicles,Ray Bradbury,1950,English,scifi,"science fiction,literature",author,https://en.wikipedia.org/wiki/The_Martian_Chronicles,NA_not-pub-domain
247,The Road,Cormac McCarthy,2006,English,na,"drama,motion pictures production and direction,motion picture plays,motion picture authorship,fiction,acting","screenwriters,novelists,motion picture producers and directors,dramatists,actors",https://en.wikipedia.org/wiki/The_Road,NA_not-pub-domain
248,The Way of All Flesh,Samuel Butler,1903,English,na,"translating and interpetring,satirical literature,art","translators,satirists,authors,artists",https://en.wikipedia.org/wiki/The_Way_of_All_Flesh,https://www.gutenberg.org/cache/epub/2084/pg2084.txt
249,Diary of a Wimpy Kid: The Long Haul,Jeff Kinney,2014,English,na,"computer games design,childrens literature,caricatures and cartoons","designers,cartoonists,authors",https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_The_Long_Haul,NA_not-pub-domain
250,Villette,Charlotte Brontë,1853,English,na,"poetry,novels","poets,novelists,governesses",https://en.wikipedia.org/wiki/Villette_(novel),https://www.gutenberg.org/cache/epub/9182/pg9182.txt
251,The Curious Incident of the Dog In the Night-Time,Mark Haddon,2003,English,mystery,"poetry,fiction","teachers,poets,authors",https://en.wikipedia.org/wiki/The_Curious_Incident_of_the_Dog_in_the_Night-Time,NA_not-pub-domain
252,The Mysterious Island,Jules Verne,1875,French,scifi,"drama,voyages imaginary,science fiction,poetry,novels,action and adventure fiction","poets,novelists,authors french,playwrights",https://en.wikipedia.org/wiki/The_Mysterious_Island,https://www.gutenberg.org/cache/epub/1268/pg1268.txt
253,Song of Solomon,Toni Morrison,1977,English,na,"united states race relations,racism,african americans,african american women,african american girls,literature","english teachers,college teachers,novelists,authors,writers,university and college faculty members,literature teachers,english teachers of",https://en.wikipedia.org/wiki/Song_of_Solomon_(novel),NA_not-pub-domain
254,Nana,Émile Zola,1880,French,na,,authors french,https://en.wikipedia.org/wiki/Nana_(novel),unavailable
255,Quo Vadis,Henryk Sienkiewicz,1896,Polish,history,,authors polish,https://en.wikipedia.org/wiki/Quo_Vadis_(novel),https://www.gutenberg.org/cache/epub/2853/pg2853.txt
256,Main Street,Sinclair Lewis,1920,English,na,,"novelists,nobel prize winners,dramatists",https://en.wikipedia.org/wiki/Main_Street_(novel),https://www.gutenberg.org/cache/epub/543/pg543.txt
257,Matilda,Roald Dahl,1988,English,na,,"screenwriter,poet,novelist",https://en.wikipedia.org/wiki/Matilda_(novel),NA_not-pub-domain
258,Lolita,Vladimir Vladimirovich Nabokov,1955,Russian,romance,,authors,https://en.wikipedia.org/wiki/Lolita,NA_not-pub-domain
259,Paper Towns,John Green,1908,English,bildung,"novels,fiction authorship,childrens literature authorship,book reviewing","periodical editors,novelists,authors",https://en.wikipedia.org/wiki/Paper_Towns_(novel),NA_not-pub-domain
260,Sounder,William H. Armstrong,1969,English,na,education,"history teacher,author",https://en.wikipedia.org/wiki/Sounder_(novel),NA_not-pub-domain
261,"Are You There God? It's Me, Margaret",Judy Blume,1970,English,na,childrens literature,authors,"https://en.wikipedia.org/wiki/Are_You_There_God%3F_It%27s_Me,_Margaret.",NA_not-pub-domain
262,The Notebook,Nicholas Sparks,1996,English,romance,"motion pictures production and direction,motion picture authorship,generosity,fiction","screenwriters,philanthropists,motion picture producers and directors,authors",https://en.wikipedia.org/wiki/The_Notebook_(novel),NA_not-pub-domain
263,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,1967,English,na,"young adult fiction,childrens stories","illustrator,author",https://en.wikipedia.org/wiki/From_the_Mixed-Up_Files_of_Mrs._Basil_E._Frankweiler,NA_not-pub-domain
264,Atlas Shrugged,Ayn Rand,1957,English,scifi,objectivism philosophy,"philosophers,authors",https://en.wikipedia.org/wiki/Atlas_Shrugged,NA_not-pub-domain
265,The Fountainhead,Ayn Rand,1943,English,na,objectivism philosophy,"philosophers,authors",https://en.wikipedia.org/wiki/The_Fountainhead,NA_not-pub-domain
266,Number the Stars,Lois Lowry,1989,English,history,,"childrens author,photographer",https://en.wikipedia.org/wiki/Number_the_Stars,NA_not-pub-domain
267,The Firm,John Grisham,1991,English,na,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",https://en.wikipedia.org/wiki/The_Firm_(novel),NA_not-pub-domain
